last-two__xwoba,last-two__wellhitpct,last-two__obp,last-two__ops,last-two__slg,last-two__hbp,last-two__hr/fb,last-two__k,last-two__sb,last-two__gp,last-two__ab,last-two__woba,last-two__iso,last-two__babip,last-two__avg,last-two__k%,last-two__bb%,last-two__muwoba,season__xwoba,season__wellhitpct,season__obp,season__ops,season__slg,season__hbp,season__hr/fb,season__k,season__sb,season__gp,season__ab,season__woba,season__iso,season__babip,season__avg,season__k%,season__bb%,season__muwoba,12weeks__xwoba,12weeks__wellhitpct,12weeks__obp,12weeks__ops,12weeks__slg,12weeks__hbp,12weeks__hr/fb,12weeks__k,12weeks__sb,12weeks__gp,12weeks__ab,12weeks__woba,12weeks__iso,12weeks__babip,12weeks__avg,12weeks__k%,12weeks__bb%,12weeks__muwoba,4weeks__xwoba,4weeks__wellhitpct,4weeks__obp,4weeks__ops,4weeks__slg,4weeks__hbp,4weeks__hr/fb,4weeks__k,4weeks__sb,4weeks__gp,4weeks__ab,4weeks__woba,4weeks__iso,4weeks__babip,4weeks__avg,4weeks__k%,4weeks__bb%,4weeks__muwoba,2weeks__xwoba,2weeks__wellhitpct,2weeks__obp,2weeks__ops,2weeks__slg,2weeks__hbp,2weeks__hr/fb,2weeks__k,2weeks__sb,2weeks__gp,2weeks__ab,2weeks__woba,2weeks__iso,2weeks__babip,2weeks__avg,2weeks__k%,2weeks__bb%,2weeks__muwoba,1week__xwoba,1week__wellhitpct,1week__obp,1week__ops,1week__slg,1week__hbp,1week__hr/fb,1week__k,1week__sb,1week__gp,1week__ab,1week__woba,1week__iso,1week__babip,1week__avg,1week__k%,1week__bb%,1week__muwoba,yesterday__muwoba,yesterday__ab,yesterday__avg,yesterday__woba,yesterday__iso,yesterday__obp,yesterday__slg,yesterday__k%,yesterday__bb%,yesterday__ops,yesterday__babip,player__id,player__xml_id,player__first_name,player__last_name,player__team,player__team_id,player__sport_id,player__hand,player__position,player__salaries,player_name,salary,schedule_id,team,home?,position,opp,dvp,dvprank,projected_stats_id,deviation,pmin,ceil,floor,points,pown%,rank,saldiff,rankdiff,average,pt/$/k,contr,id,player_id,status,ceiling,minutes,ip,2,20,43,50,schedule__data,60,o/u,total,line,movement,pitcher__last_name,pitcher__first_name,pitcher__hand,pitcher__id,order,confirmed,ump,rating,k_perc,uibb_perc,score__contact,score__context,score__pitchtypes,score__production,score__platediscipline,score__recentskill,score__stolenbase,score__sbfactor,score__overall,factors__positivect,factors__negativect
0.459,8.215,0.295,0.790,0.495,0,0.324,98,0,143,327,0.342,0.251,0.271,0.245,27.8,6.8,0.304,0.498,10.494,0.290,0.840,0.550,0,0.359,43,0,56,149,0.360,0.309,0.234,0.242,26.5,6.8,0.304,0.498,10.494,0.290,0.840,0.550,0,0.359,43,0,56,149,0.360,0.309,0.234,0.242,26.5,6.8,0.304,0.399,5.634,0.282,0.752,0.470,0,0.455,22,0,21,66,0.336,0.242,0.256,0.227,31.0,7.0,0.304,0.330,3.226,0.258,0.544,0.286,0,0.333,10,0,9,28,0.273,0.107,0.235,0.179,32.3,9.7,0.304,0.301,6.667,0.200,0.343,0.143,0,0,5,0,5,14,0.196,0,0.222,0.143,33.3,6.7,0.304,0.304,0,0,0,0,0,0,0,0,0,0,309161,4308aa12-26f5-497d-8558-60df2cbe88e6,Franmil,Reyes,NA,121,2,R,OF,NA,Franmil Reyes,3800.00,56752,SDP,True,OF,PHI,0,0,718672,,,12.1905,1.701,6.75,13.00%,,1000,3,,1.78,0.51923076923077,718672,309161,,0.806,,,8.87,6.75,6.75,6.69,NA,7.19,7.5,3.55,114,0,Nola,Aaron,R,21538,2,1,Ramon De Jesus,Neutral,0.22,0.09,52.092870625,47.854,45.266010869932,33.705975,19.4629485,44.0674305,43.721,1.093025,42.39,2,24
0.409,9.362,0.339,0.812,0.473,4,0.150,140,14,236,664,0.350,0.197,0.305,0.276,19.0,8.5,0.309,0.336,9.596,0.303,0.612,0.309,2,0.055,42,1,58,175,0.277,0.086,0.273,0.223,21.2,9.6,0.309,0.336,9.596,0.303,0.612,0.309,2,0.055,42,1,58,175,0.277,0.086,0.273,0.223,21.2,9.6,0.309,0.347,8.537,0.317,0.588,0.271,0,0,17,0,24,70,0.269,0.043,0.291,0.229,20.7,12.2,0.309,0.329,7.895,0.289,0.450,0.161,0,0,8,0,12,31,0.224,0,0.208,0.161,21.1,15.8,0.309,0.140,5.882,0.176,0.243,0.067,0,0,7,0,6,15,0.133,0,0.125,0.067,41.2,11.8,0.309,0.309,2,0.000,0,0,0.000,0.000,100.0,0.0,0.000,,13534,3bb4a60b-953e-4bef-8b25-c6f07d54eddf,Manny,Machado,NA,121,2,R,SS,NA,Manny Machado,3600.00,56752,SDP,True,3B/SS,PHI,0,0,718673,,,10.93202,0.0062899999999999,6.29,20.00%,,600,2,,1.75,0.3145,718673,13534,,0.738,,,8.27,6.29,6.29,6.23,NA,6.72,7.5,3.55,114,0,Nola,Aaron,R,21538,3,1,Ramon De Jesus,Neutral,0.22,0.09,51.050423125,47.854,49.344000211149,35.638875,28.15066,46.83424,63.848,1.5962,45.05,1,19
0.396,7.767,0.364,0.839,0.475,1,0.261,135,7,215,560,0.364,0.175,0.360,0.300,21.8,9.1,0.327,0.399,10.383,0.355,0.861,0.506,1,0.243,37,0,58,170,0.371,0.194,0.352,0.312,20.2,6.0,0.327,0.399,10.383,0.355,0.861,0.506,1,0.243,37,0,58,170,0.371,0.194,0.352,0.312,20.2,6.0,0.327,0.355,7.595,0.367,0.867,0.500,1,0.333,14,0,24,74,0.375,0.176,0.357,0.324,17.7,5.1,0.327,0.376,10.811,0.378,0.978,0.600,0,0.333,5,0,12,35,0.417,0.257,0.333,0.343,13.5,5.4,0.327,0.337,6.25,0.313,0.780,0.467,0,0.25,1,0,6,15,0.336,0.2,0.231,0.267,6.2,6.2,0.327,0.327,2,0.000,0.229,0,0.333,0.000,0.0,33.3,0.333,0,11184,6ef878e2-1f2d-4855-a250-2ec7c97f961c,Eric,Hosmer,NA,121,2,L,1B,NA,Eric Hosmer,4100.00,56752,SDP,True,1B,PHI,0,0,718680,,,12.5125,1.96625,7.15,4.00%,,1200,-4,,1.74,1.7875,718680,11184,,0.75,,,9.37,7.15,7.15,7.08,NA,7.71,7.5,3.55,114,0,Nola,Aaron,R,21538,4,1,Ramon De Jesus,Neutral,0.22,0.09,56.67679375,45.626,44.961205320946,50.858,38.2275675,43.24229325,55.9696,1.39924,50.57,1,14
0.448,6.011,0.303,0.713,0.410,2,0.194,117,19,140,332,0.311,0.175,0.324,0.235,32.0,8.5,0.289,0.407,7.362,0.301,0.690,0.389,2,0.241,59,6,57,144,0.304,0.181,0.295,0.208,36.2,10.4,0.289,0.407,7.362,0.301,0.690,0.389,2,0.241,59,6,57,144,0.304,0.181,0.295,0.208,36.2,10.4,0.289,0.513,9.677,0.355,0.806,0.451,2,0.4,21,4,23,51,0.354,0.235,0.269,0.216,33.9,14.5,0.289,0.506,11.111,0.361,0.894,0.533,2,0.375,11,2,12,30,0.384,0.3,0.25,0.233,30.6,11.1,0.289,0.349,6.25,0.375,0.606,0.231,1,0,7,2,6,13,0.296,0,0.5,0.231,43.8,12.5,0.289,0.289,2,0.000,0,0,0.000,0.000,50.0,0.0,0.000,0,14944,8f6f5bdf-9712-472e-8af5-12d5fb1e52e8,Wil,Myers,NA,121,2,R,OF,NA,Wil Myers,4000.00,56752,SDP,True,1B/OF,PHI,0,0,718674,,,12.56047,0.0068900000000003,6.89,5.00%,,1300,-13,,1.72,1.378,718674,14944,,0.823,,,8.99,6.89,6.89,6.73,NA,7.15,7.5,3.55,114,0,Nola,Aaron,R,21538,6,1,Ramon De Jesus,Neutral,0.22,0.09,50.112125,47.854,46.448794890203,31.526075,23.9848685,43.10494975,78.504,1.9626,40.65,1,23
0.347,15.344,0.270,0.647,0.377,0,0.107,32,0,174,175,0.282,0.154,0.237,0.223,16.9,6.3,0.296,0.362,15.094,0.226,0.649,0.423,0,0.15,7,0,47,52,0.275,0.212,0.190,0.212,13.2,1.9,0.296,0.362,15.094,0.226,0.649,0.423,0,0.15,7,0,47,52,0.275,0.212,0.190,0.212,13.2,1.9,0.296,0.356,25,0.188,0.813,0.625,0,0.222,1,0,18,16,0.334,0.438,0.077,0.188,6.2,0.0,0.296,0.282,30,0.100,0.500,0.400,0,0.167,0,0,10,10,0.205,0.3,0,0.100,0.0,0.0,0.296,0.165,14.286,0.000,0.000,0.000,0,0,0,0,6,7,0,0,0,0.000,0.0,0.0,0.296,0.296,0,0,0,0,0,0,0,0,0,0,11064,e9fe5912-636f-4ad0-a30e-b16d875fe98c,Jonathan,Lucroy,NA,101,2,R,C,NA,Jonathan Lucroy,3700.00,55826,LAA,False,C,CHC,0,0,718637,,,10.82872,0.0063399999999998,6.34,0.00%,,900,-7,,1.71,0,718637,11064,,0.708,,,8.2,6.34,6.34,6.25,NA,6.79,9,3.86,154,3.86,Lester,Jon,L,10969,6,1,Jerry Meals,Neutral,0.23,0.08,54.731336875,50.968,50.538438309532,50.09475,56.3151295,54.06421475,48.7698,1.219245,51.53,0,11
0.348,13.861,0.320,0.685,0.365,1,0.035,16,8,136,181,0.303,0.105,0.273,0.260,7.9,7.9,0.306,0.346,16.667,0.333,0.693,0.360,0,0.042,2,5,56,75,0.308,0.107,0.25,0.253,2.4,10.7,0.306,0.346,16.667,0.333,0.693,0.360,0,0.042,2,5,56,75,0.308,0.107,0.25,0.253,2.4,10.7,0.306,0.392,17.949,0.410,0.953,0.543,0,0.077,2,2,24,35,0.409,0.2,0.344,0.343,5.1,10.3,0.306,0.356,14.286,0.524,1.112,0.588,0,0,1,2,12,17,0.477,0.176,0.438,0.412,4.8,19.0,0.306,0.352,14.286,0.571,1.321,0.750,0,0,0,1,7,12,0.554,0.25,0.5,0.500,0.0,14.3,0.306,0.306,4,0.500,0.532,0.25,0.500,0.750,0.0,0.0,1.250,0.5,385035,2bbab792-bb5e-4440-b7c5-442f19ea1848,David,Fletcher,NA,101,2,R,SS,NA,David Fletcher,4300.00,55826,LAA,False,3B/OF,CHC,0,0,718634,,,12.74133,1.98101,7.31,0.00%,,1000,-1,,1.7,0,718634,385035,,0.743,,,9.41,7.31,7.31,7.13,NA,7.74,9,3.86,154,3.86,Lester,Jon,L,10969,1,1,Jerry Meals,Neutral,0.23,0.08,56.808626875,50.968,51.848013749585,52.8178,61.1302935,55.87008,71.2086,1.780215,57.73,4,10
0.434,10.870,0.336,0.821,0.485,11,0.186,160,12,216,604,0.353,0.228,0.290,0.257,23.2,9.6,0.428,0.370,9.406,0.292,0.759,0.467,2,0.193,57,4,59,180,0.323,0.25,0.246,0.217,28.2,8.9,0.428,0.370,9.406,0.292,0.759,0.467,2,0.193,57,4,59,180,0.323,0.25,0.246,0.217,28.2,8.9,0.428,0.353,9.589,0.301,0.707,0.406,0,0.190,19,1,25,64,0.310,0.203,0.220,0.203,26.0,12.3,0.428,0.253,9.375,0.219,0.486,0.267,0,0.1,9,0,12,30,0.217,0.1,0.2,0.167,28.1,6.2,0.428,0.181,8.333,0.167,0.258,0.091,0,0,5,0,6,11,0.131,0,0.167,0.091,41.7,8.3,0.428,0.428,0,0,0,0,0,0,0,0,0,0,16289,ce3ef51a-54c0-4e29-80bc-7a3048036c9a,Mitch,Haniger,NA,105,2,R,OF,NA,Mitch Haniger,4300.00,56753,SEA,True,OF,HOU,0,0,718687,,,13.85475,0.00725,7.25,23.00%,,200,8,,1.69,0.31521739130435,718687,16289,,0.911,,,9.61,7.25,7.25,7.26,NA,7.73,10,4.72,116,4.72,Martin,Corbin,R,1018408,2,1,Pat Hoberg,Neutral,0.22,0.08,70.01251025,56.442,54.288284712838,65.511755,49.84456,52.6996639,54.1474,1.353685,62.86,5,8
0.326,11.402,0.322,0.690,0.368,0,0.092,76,9,194,473,0.306,0.116,0.268,0.252,14.2,9.7,0.311,0.337,11.905,0.329,0.713,0.384,0,0.074,17,2,52,151,0.310,0.099,0.291,0.285,10.1,7.1,0.311,0.337,11.905,0.329,0.713,0.384,0,0.074,17,2,52,151,0.310,0.099,0.291,0.285,10.1,7.1,0.311,0.325,13.043,0.235,0.535,0.300,0,0.074,8,1,23,60,0.230,0.1,0.185,0.200,11.6,5.8,0.311,0.353,16.667,0.229,0.542,0.313,0,0.062,3,0,12,32,0.229,0.094,0.2,0.219,8.3,2.8,0.311,0.314,20,0.133,0.490,0.357,0,0.111,0,0,5,14,0.195,0.214,0.071,0.143,0.0,0.0,0.311,0.311,5,0.000,0,0,0.000,0.000,0.0,0.0,0.000,0,11267,614d2b1d-1804-4e92-a773-aa9f7b574857,Josh,Reddick,NA,115,2,L,OF,NA,Josh Reddick,3900.00,56753,HOU,False,OF,SEA,0,0,718693,,,11.40552,1.84617,6.57,35.00%,,900,4,,1.68,0.18771428571429,718693,11267,,0.736,,,8.54,6.57,6.57,6.52,NA,7.08,10,5.28,-132,5.28,Gearrin,Cory,R,11145,3,1,Pat Hoberg,Neutral,0.22,0.08,51.985880625,57.922,49.618468700114,53.89315,52.1367905,38.8740666,61.7799,1.5444975,53.55,5,15
0.305,8.364,0.337,0.707,0.370,8,0.041,109,54,182,486,0.314,0.109,0.327,0.261,19.8,8.9,0.325,0.276,7.438,0.248,0.521,0.273,1,0.1,37,14,41,110,0.234,0.091,0.25,0.182,30.6,7.4,0.325,0.276,7.438,0.248,0.521,0.273,1,0.1,37,14,41,110,0.234,0.091,0.25,0.182,30.6,7.4,0.325,0.320,8.333,0.222,0.536,0.314,0,0.1,10,6,14,35,0.233,0.114,0.25,0.200,27.8,2.8,0.325,0.349,8.696,0.217,0.444,0.227,0,0,8,6,10,22,0.199,0.045,0.286,0.182,34.8,4.3,0.325,0.418,12.5,0.313,0.646,0.333,0,0,4,6,7,15,0.286,0.067,0.364,0.267,25.0,6.2,0.325,0.325,1,0.000,0,0,0.000,0.000,0.0,0.0,0.000,0,17609,d89e0030-393c-4433-9779-25aed817abb5,Mallex,Smith,NA,105,2,L,OF,NA,Mallex Smith,4100.00,56753,SEA,True,OF,HOU,0,0,718694,,,11.25726,1.48176,6.86,27.00%,,1500,-7,,1.67,0.25407407407407,718694,17609,,0.641,,,8.65,6.86,6.86,6.53,NA,7.05,10,4.72,116,4.72,Martin,Corbin,R,1018408,1,1,Pat Hoberg,Neutral,0.22,0.08,42.113248375,56.122,43.753694003378,46.95858,43.7782485,43.65317435,70.4528,1.76132,46.58,1,14
0.484,10.135,0.378,0.884,0.506,3,0.222,69,15,218,245,0.382,0.245,0.303,0.261,23.3,15.2,0.360,0.518,14.103,0.372,0.972,0.600,1,0.278,19,2,59,70,0.414,0.3,0.348,0.300,24.4,9.0,0.360,0.518,14.103,0.372,0.972,0.600,1,0.278,19,2,59,70,0.414,0.3,0.348,0.300,24.4,9.0,0.360,0.538,18.919,0.324,0.935,0.611,0,0.273,8,1,26,36,0.395,0.306,0.32,0.306,21.6,2.7,0.360,0.480,12.5,0.292,0.834,0.542,0,0.333,5,1,13,24,0.354,0.25,0.294,0.292,20.8,0.0,0.360,0.78,18.182,0.455,1.455,1.000,0,0.667,2,0,6,11,0.612,0.545,0.429,0.455,18.2,0.0,0.360,0.360,3,0.000,0,0,0.000,0.000,33.3,0.0,0.000,0,13392,f3caeac6-343a-4a01-b5a3-85c5485c57cb,Bryce,Harper,NA,119,2,L,OF,NA,Bryce Harper,5200.00,56752,PHI,False,OF,SDP,0,0,718678,,,15.04848,2.67928,8.56,28.00%,,1000,2,,1.65,0.30571428571429,718678,13392,,0.758,,,11.47,8.56,8.56,8.67,NA,9.31,7.5,3.95,-130,0,Lauer,Eric,L,259699,3,1,Ramon De Jesus,Neutral,0.22,0.09,57.112488125,47.226,56.701276106684,60.235,59.54044,52.167062,33.1319,0.8282975,57.62,7,13
0.405,10.394,0.371,0.800,0.429,23,0.115,117,3,157,468,0.357,0.175,0.306,0.254,21.0,11.6,0.338,0.417,10.825,0.392,0.911,0.519,6,0.173,38,1,54,162,0.392,0.241,0.310,0.278,19.6,12.9,0.338,0.417,10.825,0.392,0.911,0.519,6,0.173,38,1,54,162,0.392,0.241,0.310,0.278,19.6,12.9,0.338,0.390,6.977,0.384,0.957,0.573,1,0.25,18,0,24,75,0.407,0.28,0.314,0.293,20.9,11.6,0.338,0.302,5.714,0.286,0.680,0.394,0,0.111,10,0,11,33,0.295,0.152,0.318,0.242,28.6,5.7,0.338,0.187,0,0.154,0.308,0.154,0,0,7,0,4,13,0.135,0,0.333,0.154,53.8,0.0,0.338,0.338,4,0.250,0.220,0,0.250,0.250,75.0,0.0,0.500,1,17540,e1633ff9-8c46-4698-9bea-3eecd478fa94,Kris,Bryant,NA,111,2,R,3B,NA,Kris Bryant,5200.00,55826,CHC,True,3B/OF,LAA,0,0,718638,,,15.1876,2.0468,8.6,0.00%,,900,0,,1.65,0,718638,17540,,0.766,,,11.55,8.6,8.6,8.7,NA,9.39,9,5.14,-178,5.14,Bedrosian,Cam,R,17721,2,1,Jerry Meals,Neutral,0.23,0.08,62.12572125,55.568,54.36657162037,62.33735,33.196183,44.1518935,51.3039,1.2825975,55.32,6,13
0.317,10.917,0.367,0.867,0.500,2,0.087,24,23,193,206,0.372,0.180,0.335,0.320,10.5,6.5,0.355,0.326,12.766,0.391,1.112,0.721,1,0.2,7,3,49,43,0.465,0.372,0.364,0.349,14.9,4.3,0.355,0.326,12.766,0.391,1.112,0.721,1,0.2,7,3,49,43,0.465,0.372,0.364,0.349,14.9,4.3,0.355,0.302,13.793,0.393,1.073,0.680,1,0.222,5,2,26,25,0.449,0.36,0.333,0.320,17.2,6.9,0.355,0.279,14.286,0.400,1.067,0.667,1,0.143,3,1,13,18,0.448,0.333,0.357,0.333,14.3,4.8,0.355,0.053,0,0.125,0.125,0.000,1,0,1,0,6,7,0.090,0,0,0.000,11.1,0.0,0.355,0.355,2,0.000,0,0,0.000,0.000,0.0,0.0,0.000,0,13516,6d49ed69-4365-48d7-904c-f7431641f67c,Jean,Segura,NA,119,2,R,SS,NA,Jean Segura,4500.00,56752,PHI,False,SS,SDP,0,0,718667,,,12.06336,1.84464,7.32,36.00%,,900,-2,,1.63,0.20333333333333,718667,13516,,0.648,,,9.52,7.32,7.32,7.18,NA,7.76,7.5,3.95,-130,0,Lauer,Eric,L,259699,2,1,Ramon De Jesus,Neutral,0.22,0.09,63.702571875,49.454,57.540789497565,54.61305,64.0145085,52.30337125,49.5867,1.2396675,61.03,3,11
0.330,10.300,0.306,0.692,0.386,3,0.093,87,9,210,479,0.303,0.152,0.263,0.234,16.3,9.0,0.284,0.380,13.855,0.325,0.795,0.470,1,0.162,33,3,58,149,0.342,0.208,0.295,0.262,19.9,8.4,0.284,0.380,13.855,0.325,0.795,0.470,1,0.162,33,3,58,149,0.342,0.208,0.295,0.262,19.9,8.4,0.284,0.362,14.085,0.324,0.770,0.446,1,0.118,12,0,25,65,0.331,0.169,0.308,0.277,16.9,5.6,0.284,0.409,16.216,0.351,0.951,0.600,0,0.25,4,0,12,35,0.397,0.257,0.333,0.343,10.8,2.7,0.284,0.359,18.182,0.273,0.749,0.476,0,0.167,3,0,6,21,0.310,0.190,0.278,0.286,13.6,0.0,0.284,0.284,1,1.000,0.879,0,1.000,1.000,0.0,0.0,2.000,1,15782,04b68b54-6217-4436-b3e8-bed6d3bd4942,Ketel,Marte,NA,109,2,S,2B,NA,Ketel Marte,4900.00,56751,ARI,True,2B/OF,LAD,0,0,718663,,,13.59297,2.18673,8.01,5.00%,,1100,0,,1.63,1.602,718663,15782,,0.697,,,10.3,8.01,8.01,7.87,NA,8.57,8.5,4.02,114,0.1,Buehler,Walker,R,37584,5,1,Gary Cederstrom,Neutral,0.23,0.08,60.892373125,53.102,49.548645239623,40.063425,47.1060275,49.2331555,43.52385,1.08809625,51.5,1,18
0.499,8.140,0.198,0.548,0.350,0,0.267,43,3,50,80,0.236,0.212,0.212,0.138,50.0,7.0,0.276,0.466,5.882,0.235,0.635,0.400,0,0.167,7,1,8,15,0.275,0.267,0.143,0.133,41.2,11.8,0.276,0.466,5.882,0.235,0.635,0.400,0,0.167,7,1,8,15,0.275,0.267,0.143,0.133,41.2,11.8,0.276,0.517,6.25,0.250,0.679,0.429,0,0.167,7,1,6,14,0.292,0.286,0.167,0.143,43.8,12.5,0.276,0.517,6.25,0.250,0.679,0.429,0,0.167,7,1,6,14,0.292,0.286,0.167,0.143,43.8,12.5,0.276,0.517,6.667,0.267,0.729,0.462,0,0.167,6,1,5,13,0.311,0.308,0.167,0.154,40.0,13.3,0.276,0.276,4,0.250,0.387,0.25,0.400,0.500,20.0,20.0,0.900,0.333,37154,6db21858-5fc6-41e9-a2f1-ac832d12ce27,Derek,Fisher,NA,115,2,L,OF,NA,Derek Fisher,4000.00,56753,HOU,False,OF,SEA,0,0,718785,,,6.4,6.4,6.4,19.00%,,1300,-1,,1.6,0.33684210526316,718785,37154,,0,,,7.2,6.4,6.4,6.24,NA,7.2,10,5.28,-132,5.28,Gearrin,Cory,R,11145,1,1,Pat Hoberg,Neutral,0.22,0.08,57.2300465,57.922,40.826533751425,47.994215,41.365161,36.6095671,76.0109,1.9002725,51.97,4,13
0.451,9.511,0.349,0.805,0.456,3,0.167,114,7,153,331,0.349,0.169,0.402,0.287,31.0,8.2,0.426,0.474,10.363,0.349,0.817,0.468,2,0.189,53,5,58,173,0.354,0.185,0.368,0.283,27.5,8.3,0.426,0.474,10.363,0.349,0.817,0.468,2,0.189,53,5,58,173,0.354,0.185,0.368,0.283,27.5,8.3,0.426,0.509,10.938,0.375,0.901,0.526,2,0.143,19,1,24,57,0.386,0.228,0.417,0.298,29.7,7.8,0.426,0.564,10.345,0.379,0.972,0.593,0,0.286,9,1,12,27,0.413,0.259,0.438,0.333,31.0,6.9,0.426,0.229,0,0.333,0.533,0.200,0,0,5,1,6,10,0.261,0,0.4,0.200,41.7,16.7,0.426,0.426,0,0,0,0,1.000,0.000,0,0,1.000,0,16283,d80a8b1f-aee7-400c-b21f-75e0ac4a32a2,Domingo,Santana,NA,105,2,R,OF,NA,Domingo Santana,4200.00,56753,SEA,True,OF,HOU,0,0,718688,,,12.40326,0.0066899999999999,6.69,10.00%,,800,2,,1.59,0.669,718688,16283,,0.854,,,8.72,6.69,6.69,6.68,NA,7.19,10,4.72,116,4.72,Martin,Corbin,R,1018408,7,1,Pat Hoberg,Neutral,0.22,0.08,70.07179625,56.442,50.427343074324,63.180655,43.6766955,51.4051252,58.645,1.466125,55.01,5,10
0.274,6.329,0.298,0.599,0.301,0,0.074,47,28,112,279,0.275,0.090,0.237,0.211,14.9,11.1,0.270,0.282,5.970,0.351,0.744,0.393,0,0.125,24,12,45,117,0.330,0.128,0.308,0.265,17.9,11.9,0.270,0.282,5.970,0.351,0.744,0.393,0,0.125,24,12,45,117,0.330,0.128,0.308,0.265,17.9,11.9,0.270,0.267,5.172,0.328,0.622,0.294,0,0,11,7,19,51,0.283,0.059,0.3,0.235,19.0,12.1,0.270,0.271,6.452,0.290,0.635,0.345,0,0,6,0,10,29,0.278,0.103,0.304,0.241,19.4,6.5,0.270,0.270,4.762,0.333,0.754,0.421,0,0,3,0,6,19,0.326,0.158,0.312,0.263,14.3,9.5,0.270,0.270,0,0,0,0,0,0,0,0,0,0,10614,d36e1643-ef4d-48d6-b898-d8654bc7f9e1,Jarrod,Dyson,NA,109,2,L,OF,NA,Jarrod Dyson,4600.00,56751,ARI,True,OF,LAD,0,0,718662,,,12.5064,1.6776,7.2,10.00%,,1600,-7,,1.57,0.72,718662,10614,,0.737,,,9.18,7.2,7.2,6.95,NA,7.46,8.5,4.02,114,0.1,Buehler,Walker,R,37584,1,1,Gary Cederstrom,Neutral,0.23,0.08,50.08530625,53.102,44.502791302953,34.5925,47.8708425,39.4870065,61.93545,1.54838625,48.08,1,19
0.346,8.741,0.351,0.774,0.423,18,0.143,128,5,190,496,0.343,0.161,0.320,0.262,22.4,9.1,0.331,0.419,13.836,0.403,0.967,0.564,6,0.265,42,1,53,133,0.412,0.263,0.369,0.301,26.4,11.3,0.331,0.419,13.836,0.403,0.967,0.564,6,0.265,42,1,53,133,0.412,0.263,0.369,0.301,26.4,11.3,0.331,0.345,9.091,0.338,0.711,0.373,1,0.143,21,0,24,67,0.319,0.119,0.333,0.254,27.3,10.4,0.331,0.309,8.824,0.235,0.493,0.258,0,0.143,12,0,12,31,0.237,0.097,0.222,0.161,35.3,8.8,0.331,0.223,5.556,0.111,0.111,0.000,0,0,10,0,6,16,0.108,0,0,0.000,55.6,11.1,0.331,0.331,2,0.000,0.412,0,0.500,0.000,25.0,50.0,0.500,0,34682,9d93f121-f032-407d-bb30-ad3593641db9,Willson,Contreras,NA,111,2,R,C,NA,Willson Contreras,4600.00,55826,CHC,True,C,LAA,0,0,718640,,,12.05142,0.0070600000000001,7.06,0.00%,,1300,-4,,1.53,0,718640,34682,,0.707,,,9.35,7.06,7.06,7.09,NA,7.62,9,5.14,-178,5.14,Bedrosian,Cam,R,17721,6,1,Jerry Meals,Neutral,0.23,0.08,62.469381875,62.968,50.144681689815,56.866525,26.7396795,41.10357025,54.5341,1.3633525,50.46,5,12
0.395,17.148,0.323,0.835,0.512,4,0.142,131,3,209,529,0.354,0.253,0.293,0.259,22.2,8.3,0.310,0.325,17.857,0.321,0.804,0.483,2,0.16,41,1,59,145,0.341,0.248,0.263,0.234,24.4,10.7,0.310,0.325,17.857,0.321,0.804,0.483,2,0.16,41,1,59,145,0.341,0.248,0.263,0.234,24.4,10.7,0.310,0.315,19.481,0.312,0.819,0.507,0,0.154,20,1,26,69,0.345,0.261,0.283,0.246,26.0,9.1,0.310,0.348,19.512,0.293,0.767,0.474,0,0.154,12,1,13,38,0.322,0.211,0.32,0.263,29.3,4.9,0.310,0.392,18.519,0.259,0.676,0.417,0,0.125,9,1,7,24,0.283,0.208,0.267,0.208,33.3,7.4,0.310,0.310,1,0.000,0,0,0.000,0.000,0.0,0.0,0.000,0,11507,178af28f-f5bb-49e1-9770-71d6e39edb63,Eduardo,Escobar,NA,109,2,S,3B,NA,Eduardo Escobar,5100.00,56751,ARI,True,3B/SS,LAD,0,0,718664,,,13.93938,0.0077699999999998,7.77,9.00%,,1300,0,,1.52,0.86333333333333,718664,11507,,0.794,,,10.22,7.77,7.77,7.71,NA,8.25,8.5,4.02,114,0.1,Buehler,Walker,R,37584,2,1,Gary Cederstrom,Neutral,0.23,0.08,64.202581875,53.102,47.107153369705,40.507975,35.3460825,45.41315575,40.11365,1.00284125,52.12,4,18
